Title;Author;Avg Rating;Ratings
The Virgin Suicides;Jeffrey Eugenides;3.83;251,507
The One (The Selection, #3);Kiera Cass;4.18;493,377
The Elephant Tree;R.D. Ronald;4.19;98,648
The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America;Erik Larson;3.98;588,706
Nineteen Minutes;Jodi Picoult;4.12;320,972
Crown of Midnight (Throne of Glass, #2);Sarah J. Maas;4.36;454,035
The Reader;Bernhard Schlink;3.77;183,812
The Lost Symbol (Robert Langdon, #3);Dan Brown;3.73;565,897
Waiting for Godot;Samuel Beckett;3.83;177,193
Northanger Abbey;Jane Austen;3.84;333,516
Redeeming Love;Francine Rivers;4.49;237,563
Dubliners;James Joyce;3.85;132,436
The Age of Innocence;Edith Wharton;3.96;149,326
Betrayed (House of Night, #2);P.C. Cast;3.91;258,278
Neuromancer (Sprawl, #1);William Gibson;3.90;284,047
Red Queen (Red Queen, #1);Victoria Aveyard;4.03;720,290
Lover Awakened (Black Dagger Brotherhood, #3);J.R. Ward;4.43;170,638
The Voyage of the Dawn Treader (Chronicles of Narnia, #3);C.S. Lewis;4.08;427,315
A Dance with Dragons (A Song of Ice and Fire, #5);George R.R. Martin;4.31;594,822
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1);Maya Angelou;4.25;458,721
Carrie;Stephen King;3.97;580,366
Divine Secrets of the Ya-Ya Sisterhood;Rebecca Wells;3.84;534,791
Coraline;Neil Gaiman;4.06;556,200
The Pearl;John Steinbeck;3.50;201,766
The Waste Land;T.S. Eliot;4.09;47,246
Untamed (House of Night, #4);P.C. Cast;3.93;230,552
I, Robot (Robot, #0.1);Isaac Asimov;4.21;301,672
Everything Is Illuminated;Jonathan Safran Foer;3.88;174,044
Voyager (Outlander, #3);Diana Gabaldon;4.36;279,862
To the Lighthouse;Virginia Woolf;3.78;149,563
The Jungle;Upton Sinclair;3.75;133,879
The Twilight Collection (Twilight, #1-3);Stephenie Meyer;3.80;44,662
Mistress Suffragette;Diana   Forbes;4.32;12,973
All the Bright Places;Jennifer Niven;4.14;396,539
I, Claudius (Claudius, #1);Robert Graves;4.20;63,575
The Republic;Plato;3.95;184,786
A Room with a View;E.M. Forster;3.91;161,182
Me Talk Pretty One Day;David Sedaris;3.99;655,187
The Zombie Room;R.D. Ronald;4.20;96,953
We Were Liars;E. Lockhart;3.80;696,211
Chosen (House of Night, #3);P.C. Cast;3.91;234,870
The 5th Wave (The 5th Wave, #1);Rick Yancey;4.02;427,135
Snow Falling on Cedars;David Guterson;3.85;177,588
Pet Sematary;Stephen King;4.02;474,385
Demian: Die Geschichte von Emil Sinclairs Jugend;Hermann Hesse;4.12;85,317
The Exorcist;William Peter Blatty;4.19;197,222
The Arabian Nights;Anonymous;4.02;75,455
Angels & Demons (Robert Langdon, #1);Dan Brown;3.92;2,878,568
Worm Holes (Quantum Roots, #2);Kyle Keyes;4.32;12,007
North and South;Elizabeth Gaskell;4.13;156,193
Of Human Bondage;W. Somerset Maugham;4.09;54,556
Bloodlines (Bloodlines, #1);Richelle Mead;4.17;184,037
City of Glass (The Mortal Instruments, #3);Cassandra Clare;4.29;874,021
World War Z: An Oral History of the Zombie War;Max Brooks;4.01;478,538
The Return of the King (The Lord of the Rings, #3);J.R.R. Tolkien;4.54;743,361
The Iron King (The Iron Fey, #1);Julie Kagawa;3.89;212,577
The God Delusion;Richard Dawkins;3.89;253,859
Wizard's First Rule (Sword of Truth, #1);Terry Goodkind;4.11;239,400
The Complete Poems of Emily Dickinson;Emily Dickinson;4.23;88,527
Vanity Fair;William Makepeace Thackeray;3.79;123,763
The War of the Worlds;H.G. Wells;3.83;269,189
Torment (Fallen, #2);Lauren Kate;3.85;228,151
Persuasion;Jane Austen;4.14;573,136
The Woman in White;Wilkie Collins;3.99;144,582
Snow Crash;Neal Stephenson;4.02;252,016
The Witching Hour (Lives of the Mayfair Witches, #1);Anne Rice;4.10;107,714
2001: A Space Odyssey (Space Odyssey, #1);Arthur C. Clarke;4.15;281,352
Cry, the Beloved Country;Alan Paton;3.89;72,108
Bared to You (Crossfire, #1);Sylvia Day;4.17;482,119
Chocolat (Chocolat, #1);Joanne Harris;3.95;120,150
A Great and Terrible Beauty (Gemma Doyle, #1);Libba Bray;3.78;228,471
Johnny Got His Gun;Dalton Trumbo;4.18;37,362
Queen of Shadows (Throne of Glass, #4);Sarah J. Maas;4.53;330,438
Unwind (Unwind, #1);Neal Shusterman;4.15;213,645
Trainspotting (Mark Renton #2);Irvine Welsh;4.05;167,887
The Elite (The Selection, #2);Kiera Cass;3.99;553,746
The Raven Boys (The Raven Cycle, #1);Maggie Stiefvater;4.03;319,051
Halfway to the Grave (Night Huntress, #1);Jeaniene Frost;4.12;151,819
Swann's Way;Marcel Proust;4.10;53,607
Ignite Me (Shatter Me, #3);Tahereh Mafi;4.38;179,514
Cannery Row (Cannery Row #1);John Steinbeck;4.05;119,214
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)";Cassandra Clare;4.56;66,578
Perfect Chemistry (Perfect Chemistry, #1);Simone Elkeles;4.05;254,213
Much Ado About Nothing;William Shakespeare;4.05;228,915
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time;Greg Mortenson;3.65;343,168
Just Listen;Sarah Dessen;4.04;246,180
The Goldfinch;Donna Tartt;3.92;796,334
The Polar Express;Chris Van Allsburg;4.31;222,186
The Truth About Forever;Sarah Dessen;4.11;218,851
Ishmael;Daniel Quinn;3.97;90,989
Sarah's Key;Tatiana de Rosnay;4.16;447,775
A Christmas Carol;Charles Dickens;4.06;670,257
Lady Chatterley's Lover;D.H. Lawrence;3.50;109,788
Are You My Mother?;P.D. Eastman;4.18;227,389
Nine Stories;J.D. Salinger;4.17;140,789
Far From the Madding Crowd;Thomas Hardy;3.94;138,944
The Bad Beginning (A Series of Unfortunate Events, #1);Lemony Snicket;3.96;449,999
Acheron (Dark-Hunter, #14);Sherrilyn Kenyon;4.54;58,523
The Darkest Minds (The Darkest Minds, #1);Alexandra Bracken;4.15;171,756
Hyperion;Dan Simmons;4.23;211,203
Cutting for Stone;Abraham   Verghese;4.29;353,551
I Am Number Four (Lorien Legacies, #1);Pittacus Lore;3.93;333,087
Angelfall (Penryn & the End of Days, #1);Susan Ee;4.10;188,295
The Horse and His Boy (Chronicles of Narnia, #5);C.S. Lewis;3.91;307,218
Silence (Hush, Hush, #3);Becca Fitzpatrick;4.09;264,855
Little House on the Prairie (Little House, #3);Laura Ingalls Wilder;4.19;271,567
Twelfth Night;William Shakespeare;3.97;165,349
The Unbecoming of Mara Dyer (Mara Dyer, #1);Michelle Hodkin;4.02;167,415
You Are Special (Wemmicksville, #1);Max Lucado;4.41;52,403
Into Thin Air: A Personal Account of the Mount Everest Disaster;Jon Krakauer;4.19;434,662
Sabriel (Abhorsen,  #1);Garth Nix;4.14;203,306
Dead to the World (Sookie Stackhouse, #4);Charlaine Harris;4.10;260,648
The Bronze Horseman (The Bronze Horseman, #1);Paullina Simons;4.28;74,520
Drums of Autumn (Outlander, #4);Diana Gabaldon;4.32;227,585
The Red Pyramid (The Kane Chronicles, #1);Rick Riordan;4.08;359,455
Little House in the Big Woods (Little House, #1);Laura Ingalls Wilder;4.18;248,742
Invisible Monsters;Chuck Palahniuk;3.97;139,992
The Two Towers (The Lord of the Rings, #2);J.R.R. Tolkien;4.45;793,969
The Last Lecture;Randy Pausch;4.23;327,845
Being and Time;Martin Heidegger;4.04;21,601
The Goose Girl (The Books of Bayern, #1);Shannon Hale;4.09;147,424
P.S. I Love You (P.S. I Love You, #1);Cecelia Ahern;4.02;359,228
Slammed (Slammed, #1);Colleen Hoover;4.23;230,911
A Monster Calls;Patrick Ness;4.31;240,398
Julius Caesar;William Shakespeare;3.69;183,570
Sense and Sensibility;Jane Austen;4.08;1,035,896
No Country for Old Men;Cormac McCarthy;4.09;177,242
Anne of Avonlea (Anne of Green Gables, #2);L.M. Montgomery;4.18;169,067
The Hate U Give (The Hate U Give, #1);Angie Thomas;4.50;651,860
The Hours;Michael Cunningham;3.94;129,789
Speaker for the Dead (Ender's Saga, #2);Orson Scott Card;4.07;235,877
World Without End (Kingsbridge, #2);Ken Follett;4.26;223,720
The Glass Menagerie;Tennessee Williams;3.71;120,437
The Merchant of Venice;William Shakespeare;3.79;169,237
The Last Unicorn (The Last Unicorn, #1);Peter S. Beagle;4.14;104,564
Hunted (House of Night, #5);P.C. Cast;3.91;178,579
Wicked Lovely (Wicked Lovely, #1);Melissa Marr;3.69;171,485
The Bean Trees (Greer Family, #1);Barbara Kingsolver;3.98;140,254
We Need to Talk About Kevin;Lionel Shriver;4.04;187,902
All the King's Men;Robert Penn Warren;4.06;62,225
Cyrano de Bergerac;Edmond Rostand;4.05;77,325
A Dog's Purpose (A Dog's Purpose, #1);W. Bruce Cameron;4.33;121,981
Interpreter of Maladies;Jhumpa Lahiri;4.16;170,621
The Wasp Factory;Iain Banks;3.80;97,590
Lover Eternal (Black Dagger Brotherhood, #2);J.R. Ward;4.32;183,116
Peace Like a River;Leif Enger;3.96;89,176
Night  (The Night Trilogy, #1);Elie Wiesel;4.34;1,060,855
Before I Fall;Lauren Oliver;3.89;321,442
The Queen of the Damned (The Vampire Chronicles, #3);Anne Rice;3.88;145,596
A Little Life;Hanya Yanagihara;4.31;297,744
The Art of War;Sun Tzu;3.97;382,686
Words of Radiance (The Stormlight Archive, #2);Brandon Sanderson;4.73;249,898
I'll Give You the Sun;Jandy Nelson;4.14;291,393
The Silver Chair (Chronicles of Narnia, #4);C.S. Lewis;3.95;266,096
Scarlet (The Lunar Chronicles, #2);Marissa Meyer;4.25;357,287
Left Behind (Left Behind, #1);Tim LaHaye;3.83;215,706
Cress (The Lunar Chronicles, #3);Marissa Meyer;4.40;317,003
The Scorch Trials (The Maze Runner, #2);James Dashner;3.90;504,044
The Nightingale;Kristin Hannah;4.57;865,205
The Knife of Never Letting Go (Chaos Walking, #1);Patrick Ness;3.96;182,081
One Day in the Life of Ivan Denisovich;Aleksandr Solzhenitsyn;3.96;99,535
Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose;Diamante Lavendar;4.33;5,349
Poison Study (Study, #1);Maria V. Snyder;4.07;163,765
The Memory Keeper's Daughter;Kim Edwards;3.68;580,839
The Secret (The Secret, #1);Rhonda Byrne;3.70;397,562
Inheritance (The Inheritance Cycle, #4);Christopher Paolini;4.09;243,192
The Haunting of Hill House;Shirley Jackson;3.83;203,473
Foucault's Pendulum;Umberto Eco;3.90;65,986
Mythology;Edith Hamilton;4.02;48,432
The Eyre Affair (Thursday Next, #1);Jasper Fforde;3.86;138,349
If on a Winter's Night a Traveler;Italo Calvino;4.04;81,753
Gravity's Rainbow;Thomas Pynchon;3.95;43,071
Emma;Jane Austen;4.02;726,537
A Brief History of Time;Stephen Hawking;4.19;354,411
1Q84 (1Q84 #1-3);Haruki Murakami;3.92;231,454
Seabiscuit: An American Legend;Laura Hillenbrand;4.18;160,880
Oedipus Rex  (The Theban Plays, #1);Sophocles;3.71;185,769
Darkfever (Fever, #1);Karen Marie Moning;4.04;176,790
Inferno (Robert Langdon, #4);Dan Brown;3.86;512,033
The Bourne Identity (Jason Bourne, #1);Robert Ludlum;4.04;421,004
The Talisman (The Talisman, #1);Stephen King;4.13;113,670
A Wizard of Earthsea (Earthsea Cycle, #1);Ursula K. Le Guin;3.99;272,172
Native Son;Richard Wright;3.99;95,822
Shadowfever (Fever, #5);Karen Marie Moning;4.38;104,923
Gone (Gone, #1);Michael  Grant;3.86;192,781
The Killer Angels (The Civil War Trilogy, #2);Michael Shaara;4.31;80,324
Prince Caspian (Chronicles of Narnia, #2);C.S. Lewis;3.97;385,450
A People's History of the United States;Howard Zinn;4.06;217,856
The History of Love;Nicole Krauss;3.91;130,040
Possession;A.S. Byatt;3.87;81,444
A Court of Wings and Ruin (A Court of Thorns and Roses, #3);Sarah J. Maas;4.41;435,103
Shadow and Bone (The Shadow and Bone Trilogy, #1);Leigh Bardugo;3.97;615,210
House of Sand and Fog;Andre Dubus III;3.85;130,336
Rosencrantz and Guildenstern Are Dead;Tom Stoppard;4.03;85,239
The Night Before Christmas;Clement C. Moore;4.37;114,838
The Left Hand of Darkness (Hainish Cycle, #4);Ursula K. Le Guin;4.08;139,298
One for the Money (Stephanie Plum, #1);Janet Evanovich;4.03;509,797
The Yellow Wallpaper and Other Stories;Charlotte Perkins Gilman;4.05;83,448
I Am Legend and Other Stories;Richard Matheson;4.01;125,551
Lover Unbound (Black Dagger Brotherhood, #5);J.R. Ward;4.31;128,286
The Blind Assassin;Margaret Atwood;3.95;146,888
Watchers;Dean Koontz;4.17;164,857
Pretties (Uglies, #2);Scott Westerfeld;3.84;250,193
John Adams;David McCullough;4.04;344,068
Alanna: The First Adventure (Song of the Lioness, #1);Tamora Pierce;4.22;129,178
The Girl on the Train;Paula Hawkins;3.94;2,390,797
The Lies of Locke Lamora (Gentleman Bastard, #1);Scott Lynch;4.25;258,884
The Fiery Cross (Outlander, #5);Diana Gabaldon;4.21;194,181
Assassin's Apprentice (Farseer Trilogy, #1);Robin Hobb;4.16;263,884
"Night Watch (Discworld, #29; City Watch, #6)";Terry Pratchett;4.44;104,720
Macbeth;William Shakespeare;3.90;743,440
The Seven Husbands of Evelyn Hugo;Taylor Jenkins Reid;4.45;601,458
Veronika Decides to Die;Paulo Coelho;3.71;194,223
Champion (Legend, #3);Marie Lu;4.32;191,327
To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1);Jenny Han;4.10;628,833
A Breath of Snow and Ashes (Outlander, #6);Diana Gabaldon;4.41;157,134
The Sisterhood of the Traveling Pants (Sisterhood, #1);Ann Brashares;3.81;659,686
Twenty Thousand Leagues Under the Sea;Jules Verne;3.89;219,388
City of Ashes (The Mortal Instruments, #2);Cassandra Clare;4.13;833,813
The Magus;John Fowles;4.05;53,931
From the Mixed-Up Files of Mrs. Basil E. Frankweiler;E.L. Konigsburg;4.14;200,859
Empire of Storms (Throne of Glass, #5);Sarah J. Maas;4.52;275,830
Papillon;Henri Charrière;4.18;64,736
The Big Sleep;Raymond Chandler;3.95;145,527
A Heartbreaking Work of Staggering Genius;Dave Eggers;3.68;182,460
I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1);Ally Carter;3.82;188,356
Cosmos;Carl Sagan;4.37;129,252
Jitterbug Perfume;Tom Robbins;4.19;74,830
Carry On (Simon Snow, #1);Rainbow Rowell;4.19;258,538
Tempted (House of Night, #6);P.C. Cast;3.94;162,536
Odd Thomas (Odd Thomas, #1);Dean Koontz;3.96;267,911
Howl and Other Poems;Allen Ginsberg;4.12;100,376
The Magic Mountain;Thomas Mann;4.08;43,537
Corelli's Mandolin;Louis de Bernières;3.99;81,789
Grimm's Fairy Tales;Jacob Grimm;4.13;25,534
The Bluest Eye;Toni Morrison;4.08;197,161
Brainwalker;Robyn Mundell;4.35;22,246
The Alienist (Dr. Laszlo Kreizler, #1);Caleb Carr;4.04;169,623
The Outlands  (The Outlands Saga #1);Tyler Edwards;4.16;689
The Sirens of Titan;Kurt Vonnegut Jr.;4.13;127,605
Under the Dome;Stephen King;3.90;279,578
Prodigy (Legend, #2);Marie Lu;4.24;231,079
The Book of Mormon: Another Testament of Jesus Christ;Anonymous;4.29;79,455
Simon vs. the Homo Sapiens Agenda (Simonverse, #1);Becky Albertalli;4.23;354,112
The Trigger: Hunting the Assassin Who Brought the World to War;Tim Butcher;3.66;6,607
Bury My Heart at Wounded Knee: An Indian History of the American West;Dee Brown;4.18;81,263
The Elegance of the Hedgehog;Muriel Barbery;3.78;164,711
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything;Steven D. Levitt;3.99;772,940
The Aeneid;Virgil;3.85;113,915
Sapiens: A Brief History of Humankind;Yuval Noah Harari;4.39;690,600
Angle of Repose;Wallace Stegner;4.21;58,133
The Death Cure (The Maze Runner, #3);James Dashner;3.77;380,414
Red Rising (Red Rising Saga #1);Pierce Brown;4.23;292,151
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1);Alexander McCall Smith;3.80;248,846
The Power of Myth;Joseph Campbell;4.23;49,586
Ivanhoe;Walter Scott;3.75;92,912
Club Dead (Sookie Stackhouse, #3);Charlaine Harris;3.99;237,189
Matching Configurations (Quantum Roots, #3);Kyle Keyes;4.39;5,113
It's Kind of a Funny Story;Ned Vizzini;4.08;233,782
Love Story (Love Story, #1);Erich Segal;3.63;55,326
Lover Revealed (Black Dagger Brotherhood, #4);J.R. Ward;4.28;130,043
Geek Love;Katherine Dunn;3.95;69,216
Living Dead in Dallas (Sookie Stackhouse, #2);Charlaine Harris;3.95;252,005
Message in a Bottle;Nicholas Sparks;3.96;221,739
Ender's Shadow (The Shadow Series, #1);Orson Scott Card;4.29;164,821
The Holy Bible: King James Version;Anonymous;4.40;242,516
Unravel Me (Shatter Me, #2);Tahereh Mafi;4.18;218,587
How to Win Friends and Influence People;Dale Carnegie;4.21;745,587
Anthem;Ayn Rand;3.63;140,443
Glass Houses (The Morganville Vampires, #1);Rachel Caine;3.90;102,265
Red, White & Royal Blue;Casey McQuiston;4.23;384,723
Confessions of a Shopaholic (Shopaholic, #1);Sophie Kinsella;3.67;680,710
The Shell Seekers;Rosamunde Pilcher;4.17;99,631
The Corrections;Jonathan Franzen;3.80;168,255
The Cruel Prince (The Folk of the Air, #1);Holly Black;4.09;446,216
One Day;David Nicholls;3.80;306,357
It Ends with Us;Colleen Hoover;4.43;494,107
The Witch of Blackbird Pond;Elizabeth George Speare;3.98;147,199
Death on the Nile (Hercule Poirot, #18);Agatha Christie;4.11;166,505
Digital Fortress;Dan Brown;3.68;594,952
The Hero of Ages (Mistborn, #3);Brandon Sanderson;4.48;310,318
Princess Academy (Princess Academy, #1);Shannon Hale;3.99;117,882
A Canticle for Leibowitz (St. Leibowitz, #1);Walter M. Miller Jr.;3.97;102,663
The Edge of Never (The Edge of Never, #1);J.A. Redmerski;4.23;145,798
Walk Two Moons;Sharon Creech;3.97;162,475
Quantum Roots (Quantum Roots, #1);Kyle Keyes;4.33;9,014
Lover Avenged (Black Dagger Brotherhood, #7);J.R. Ward;4.35;111,469
Song of Solomon;Toni Morrison;4.10;94,484
The Glass Castle;Jeannette Walls;4.28;1,001,122
Sharp Objects;Gillian Flynn;3.99;799,203
The Awakening: Fate in Motion;Suzanne Boisvert;4.30;6,738
Jude the Obscure;Thomas Hardy;3.81;68,669
Something Wicked This Way Comes (Green Town, #2);Ray Bradbury;3.92;113,923
The Portrait of a Lady;Henry James;3.77;77,341
Collected Fictions;Jorge Luis Borges;4.58;21,696
Call Me By Your Name (Call Me By Your Name, #1);André Aciman;4.16;304,266
Battle Royale;Koushun Takami;4.17;70,787
Still Alice;Lisa Genova;4.30;316,697
The Story of My Life;Helen Keller;4.06;144,126
Ficciones;Jorge Luis Borges;4.43;54,720
The Sorrows of Young Werther;Johann Wolfgang von Goethe;3.68;100,093
Rubinrot (Edelstein-Trilogie, #1);Kerstin Gier;4.09;133,102
Ugly Love;Colleen Hoover;4.26;302,597
Howards End;E.M. Forster;3.95;84,403
The Jungle Books;Rudyard Kipling;4.01;86,331
One Fish, Two Fish, Red Fish, Blue Fish;Dr. Seuss;4.14;182,153
The Omnivore's Dilemma: A Natural History of Four Meals;Michael Pollan;4.15;198,551
Shutter Island;Dennis Lehane;4.06;188,206
The Passage (The Passage, #1);Justin Cronin;4.02;205,381
The Moon Is a Harsh Mistress;Robert A. Heinlein;4.14;125,829
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth;Steve Snyder;4.22;21,132
My Name Is Asher Lev;Chaim Potok;4.22;37,560
Hard-Boiled Wonderland and the End of the World;Haruki Murakami;4.14;114,739
An Abundance of Katherines;John Green;3.55;489,541
Because of Winn-Dixie;Kate DiCamillo;4.06;225,155
Chasing the Devil: The Search for Africa's Fighting Spirit;Tim Butcher;4.13;1,742
"The Color of Magic (Discworld, #1; Rincewind, #1)";Terry Pratchett;3.98;345,298
The Namesake;Jhumpa Lahiri;3.99;249,030
Survivor;Chuck Palahniuk;3.91;118,672
Where the Crawdads Sing;Delia Owens;4.46;1,453,379
Cryptonomicon;Neal Stephenson;4.24;106,149
Choke;Chuck Palahniuk;3.70;200,157
Around the World in Eighty Days;Jules Verne;3.94;204,764
The Invention of Hugo Cabret;Brian Selznick;4.19;178,619
Fire (Graceling Realm, #2);Kristin Cashore;4.08;179,206
I Am the Messenger;Markus Zusak;4.01;154,506
The Poetry of Robert Frost;Robert Frost;4.23;50,357
Linger (The Wolves of Mercy Falls, #2);Maggie Stiefvater;3.88;168,637
The Runaway Jury;John Grisham;3.99;293,769
The Fountainhead;Ayn Rand;3.87;308,083
Wizard and Glass (The Dark Tower, #4);Stephen King;4.22;181,519
